	WC1E	WC1T	WC2E	WC2T	WC3E	WC3T	WH3E	WH5E	WH5T	WH6E	WH6T
Cluster-392.0	0	0	0	0	0	0	0	0	0	3	11
Cluster-393.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-394.0	0	0	0	0	0	0	0	0	0	0	17
Cluster-394.1	0	0	12	1	2	0	0	0	2	30	120
Cluster-395.0	0	0	0	0	0	0	0	0	0	11	6
Cluster-396.0	63	14	56	0	4	7	45	23	0	179	667
Cluster-397.0	0	0	0	0	0	0	0	0	0	3	11
Cluster-398.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-399.0	0	0	0	0	0	0	0	0	0	4	7
Cluster-400.0	0	0	0	0	0	0	0	0	0	80	0
Cluster-401.0	0	0	0	0	0	0	0	0	0	11	19
Cluster-402.0	0	0	0	0	0	0	0	0	0	30	0
Cluster-403.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-404.0	0	0	0	0	0	0	0	0	0	15	127
Cluster-405.0	0	0	0	0	0	0	0	0	0	33	426
Cluster-406.0	0	0	0	0	0	0	0	0	0	9	4
Cluster-407.0	0	0	0	0	0	0	0	0	0	5	62
Cluster-408.0	0	0	0	0	0	0	0	0	0	79	0
Cluster-409.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-410.0	0	0	0	0	0	0	0	0	0	8	4
Cluster-410.1	0	0	0	0	1	0	0	0	0	0	56
Cluster-411.0	0	0	0	0	0	0	0	0	0	8	18
Cluster-412.0	0	0	0	0	0	0	0	0	0	8	3
Cluster-413.0	0	0	0	0	0	0	0	0	0	8	4
Cluster-414.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-415.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-416.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-417.0	0	0	0	0	0	0	0	0	0	11	34
Cluster-418.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-419.0	0	0	0	0	0	0	0	0	0	17	17
Cluster-420.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-421.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-422.0	0	0	0	0	0	0	0	0	0	13	4
Cluster-423.0	0	0	0	0	0	0	0	0	0	21	0
Cluster-424.0	0	0	0	0	0	0	0	0	0	6	8
Cluster-425.0	0	0	0	0	0	0	0	0	0	10	17
Cluster-426.0	0	0	0	0	0	0	0	0	0	6	4
Cluster-427.0	0	0	0	0	0	0	0	0	0	2	11
Cluster-428.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-429.0	0	0	0	0	0	0	0	0	0	28	0
Cluster-430.0	0	0	0	0	0	0	0	0	0	16	6
Cluster-431.0	0	0	0	0	0	0	0	0	0	65	54
Cluster-432.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-433.0	0	0	0	0	0	0	0	0	0	8	7
Cluster-434.0	0	0	0	0	0	0	0	0	0	4	11
Cluster-435.0	0	0	0	0	0	0	0	0	0	27	0
Cluster-436.0	0	0	0	0	0	0	0	0	0	5	5
Cluster-437.0	0	0	0	0	0	0	0	0	0	7	8
Cluster-438.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-439.0	0	0	0	0	0	0	0	0	0	9	5
Cluster-440.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-441.0	0	0	0	0	0	0	0	0	0	3	8
Cluster-442.0	0	0	0	0	0	0	0	0	0	17	10
Cluster-443.0	0	0	0	0	0	0	0	0	0	1	10
Cluster-444.0	0	0	0	0	0	0	0	0	0	6	10
Cluster-445.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-446.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-447.0	0	0	0	0	0	0	0	0	0	55	0
Cluster-448.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-449.0	0	0	0	0	0	0	0	0	0	7	4
Cluster-450.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-451.0	0	0	0	0	0	0	0	0	0	27	0
Cluster-452.0	0	0	0	0	0	0	0	0	0	26	8
Cluster-452.1	32	7	6	1	30	9	10	1	24	13	4
Cluster-453.0	0	0	0	0	0	0	0	0	0	41	7
Cluster-454.0	0	0	0	0	0	0	0	0	0	10	3
Cluster-455.0	0	0	0	0	0	0	0	0	0	23	20
Cluster-456.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-457.0	0	0	0	0	0	0	0	0	0	6	11
Cluster-458.0	0	0	0	0	0	0	0	0	0	5	6
Cluster-459.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-460.0	0	0	0	0	0	0	0	0	0	3	7
Cluster-461.0	0	0	0	0	0	0	0	0	0	42	82
Cluster-462.0	0	0	0	0	0	0	0	0	0	9	14
Cluster-463.0	0	0	0	0	0	0	0	0	1	1	7
Cluster-463.1	1	0	2	0	0	0	0	1	0	19	21
Cluster-463.2	0	5	6	7	0	0	3	14	11	55	79
Cluster-464.0	0	0	0	0	0	0	0	0	0	21	0
Cluster-465.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-466.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-467.0	0	0	0	0	0	0	0	0	0	3	96
Cluster-468.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-469.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-470.0	0	0	0	0	0	0	0	0	0	5	15
Cluster-471.0	0	0	0	0	0	0	0	0	0	11	34
Cluster-472.0	0	0	0	0	0	0	0	0	0	5	8
Cluster-473.0	0	0	0	0	0	0	0	0	0	8	64
Cluster-474.0	0	0	0	0	0	0	0	0	0	12	5
Cluster-475.0	0	0	0	0	0	0	0	0	0	1	16
Cluster-476.0	0	0	0	0	0	0	0	0	0	5	695
Cluster-477.0	0	0	0	0	0	0	0	0	0	11	35
Cluster-477.1	4	11	0	0	0	0	0	0	0	0	1
Cluster-477.2	3	15	23	39	1	20	2	6	7	37	116
Cluster-478.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-479.0	0	0	0	0	0	0	0	0	0	7	9
Cluster-480.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-481.0	0	0	0	0	0	0	0	0	0	7	8
Cluster-482.0	0	0	0	0	0	0	0	0	0	3	7
Cluster-483.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-484.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-485.0	0	0	0	0	0	0	0	0	0	105	0
Cluster-486.0	0	0	0	0	0	0	0	0	0	19	0
Cluster-487.0	0	0	0	0	0	0	0	0	0	4	15
Cluster-488.0	0	0	0	0	0	0	0	0	0	33	0
Cluster-489.0	0	0	0	0	0	0	0	0	0	4	283
Cluster-490.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-490.1	2	4	0	0	0	8	6	0	0	1	0
Cluster-491.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-492.0	0	0	0	0	0	0	0	0	0	1	9
Cluster-493.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-494.0	0	0	0	0	0	0	0	0	0	3	5
Cluster-494.1	0	0	0	0	0	0	0	0	0	6	4
Cluster-495.0	0	0	0	0	0	0	0	0	0	6	9
Cluster-496.0	0	0	0	0	0	0	0	0	0	8	3
Cluster-497.0	0	0	0	0	0	0	0	0	0	9	20
Cluster-498.0	0	0	0	0	0	0	0	0	0	11	3
Cluster-499.0	0	0	0	0	0	0	0	0	0	4	6
Cluster-500.0	0	0	0	0	0	0	0	0	0	41	0
Cluster-501.0	0	0	0	0	0	0	0	0	0	22	0
Cluster-502.0	0	0	0	0	0	0	0	0	0	3	8
Cluster-503.0	0	0	0	0	0	0	0	0	0	31	0
Cluster-504.0	0	0	0	0	0	0	0	0	0	4	926
Cluster-505.0	0	0	0	0	0	0	0	0	0	0	15
Cluster-505.1	0	0	0	0	0	0	0	0	0	1	17
Cluster-506.0	0	0	0	0	0	0	0	0	0	5	21
Cluster-507.0	0	0	0	0	0	0	0	0	0	7	10
Cluster-507.1	0	0	8	0	0	0	0	0	0	0	8
Cluster-508.0	0	0	0	0	0	0	0	0	0	24	11
Cluster-509.0	0	0	0	0	0	0	0	0	0	0	4
Cluster-509.1	0	0	0	0	0	0	0	0	0	5	3
Cluster-509.2	0	0	0	2	0	0	0	1	0	0	4
Cluster-509.3	0	0	0	0	0	0	0	1	0	7	17
Cluster-509.4	0	0	0	1	0	0	0	0	0	4	7
Cluster-510.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-511.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-512.0	0	0	0	0	0	0	0	0	0	6	4
Cluster-513.0	0	0	0	0	0	0	0	0	0	1	72
Cluster-513.1	0	0	0	0	0	0	0	0	0	0	21
Cluster-513.2	0	0	0	0	0	0	0	0	0	5	222
Cluster-513.3	0	0	0	0	0	0	0	0	0	2	55
Cluster-514.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-515.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-516.0	0	0	0	0	0	0	0	0	0	8	13
Cluster-517.0	0	0	0	0	0	0	0	0	0	7	5
Cluster-518.0	0	0	0	0	0	0	0	0	0	13	38
Cluster-519.0	0	0	0	0	0	0	0	0	0	2	8
Cluster-520.0	0	0	0	0	0	0	0	0	0	8	2
Cluster-521.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-522.0	0	0	0	0	0	0	0	0	0	4	2
Cluster-522.1	0	1	0	0	0	0	2	0	1	1	5
Cluster-523.0	0	3	16	8	6	0	3	17	17	11	0
Cluster-523.1	4	38	59	9	38	27	17	27	34	505	433
Cluster-524.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-525.0	0	0	0	0	0	0	0	0	0	7	5
Cluster-526.0	0	0	0	0	0	0	0	0	0	12	27
Cluster-527.0	0	0	0	0	0	0	0	0	0	4	10
Cluster-528.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-529.0	0	0	0	0	0	0	0	0	0	2	55
Cluster-530.0	0	0	0	0	0	0	0	0	0	60	0
Cluster-531.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-532.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-533.0	0	0	0	0	0	0	0	0	0	2	29
Cluster-533.1	0	0	0	5	4	10	0	0	0	101	409
Cluster-534.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-535.0	0	0	0	0	0	0	0	0	0	18	16
Cluster-535.1	10	22	14	0	5	14	0	2	4	70	594
Cluster-536.0	0	0	0	0	0	0	0	0	0	3	7
Cluster-537.0	0	0	0	0	0	0	0	0	0	8	36
Cluster-538.0	0	0	0	0	0	0	0	0	0	9	0
Cluster-538.1	0	0	0	0	0	0	0	0	0	69	0
Cluster-539.0	0	0	0	0	0	0	0	0	0	7	3
Cluster-540.0	0	0	0	0	0	0	0	0	0	16	5
Cluster-541.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-542.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-543.0	0	0	0	0	0	0	0	0	0	3	9
Cluster-544.0	0	0	0	0	0	0	0	0	0	17	0
Cluster-545.0	0	0	0	0	0	0	0	0	0	6	36
Cluster-546.0	0	0	0	0	0	0	0	0	0	2	10
Cluster-547.0	0	0	0	0	0	0	0	0	0	7	7
Cluster-547.1	0	0	0	0	0	0	0	0	0	31	7
Cluster-547.2	0	0	0	0	0	0	3	1	9	47	27
Cluster-547.3	1	0	0	7	3	13	0	1	3	0	0
Cluster-547.4	2	0	0	0	0	4	0	0	0	0	0
Cluster-547.5	454	335	436	492	416	471	384	204	272	322	245
Cluster-548.0	0	0	0	0	0	0	0	0	0	22	0
Cluster-549.0	0	0	0	0	0	0	0	0	0	8	2
Cluster-550.0	0	0	0	0	0	0	0	0	0	4	16
Cluster-551.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-552.0	0	0	0	0	0	0	0	0	0	4	14
Cluster-553.0	0	0	0	0	0	0	0	0	0	28	0
Cluster-554.0	0	0	0	0	0	0	0	0	0	34	0
Cluster-555.0	0	0	0	0	0	0	0	0	0	30	11
Cluster-555.1	0	0	0	0	0	0	0	1	0	36	19
Cluster-556.0	0	0	0	0	0	0	0	0	0	9	2
Cluster-557.0	0	0	0	0	2	0	0	0	0	42	10
Cluster-558.0	0	0	0	0	0	0	0	0	0	9	2
Cluster-559.0	0	0	0	0	0	0	0	0	0	22	0
Cluster-560.0	0	0	0	0	0	0	0	0	0	10	326
Cluster-561.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-561.1	0	6	0	0	0	0	0	0	14	18	0
Cluster-562.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-563.0	0	0	0	0	0	0	0	0	0	7	4
Cluster-564.0	0	0	0	0	0	0	0	0	0	9	221
Cluster-565.0	0	0	0	0	0	0	0	0	0	27	0
Cluster-566.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-567.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-568.0	0	0	0	0	0	0	0	0	0	9	4
Cluster-569.0	0	0	0	0	0	0	0	0	0	8	8
Cluster-570.0	0	0	0	0	0	0	0	0	0	8	0
Cluster-570.1	0	0	0	0	0	0	0	0	0	8	0
Cluster-571.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-572.0	0	0	0	0	0	0	0	0	0	10	28
Cluster-573.0	0	0	0	0	0	0	0	0	0	15	2
Cluster-574.0	0	0	0	0	0	0	0	0	0	7	6
Cluster-575.0	0	0	0	0	0	0	0	0	0	19	133
Cluster-576.0	28	35	33	31	30	35	0	3	7	220	439
Cluster-577.0	0	0	0	0	0	0	0	0	0	4	8
Cluster-578.0	0	0	0	0	0	0	0	0	0	2	28
Cluster-579.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-579.1	0	0	0	0	0	0	0	0	0	6	9
Cluster-580.0	0	0	0	0	0	0	0	0	0	19	0
Cluster-581.0	0	0	0	0	0	0	0	0	0	3	15
Cluster-582.0	0	0	0	0	0	0	0	0	0	38	0
Cluster-583.0	0	0	0	0	0	0	0	0	0	11	5
Cluster-584.0	0	0	0	0	0	0	0	0	0	5	5
Cluster-585.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-586.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-587.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-588.0	0	0	0	0	0	0	0	0	0	1	22
Cluster-589.0	0	0	0	0	0	0	0	0	0	4	8
Cluster-590.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-590.1	0	0	0	0	0	0	0	0	0	4	0
Cluster-590.2	19	20	34	18	28	18	0	11	20	5	1
Cluster-591.0	0	0	0	0	0	0	0	0	0	11	5
Cluster-592.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-593.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-594.0	0	0	0	0	0	0	0	0	0	1	99
Cluster-595.0	0	0	0	0	0	0	0	0	0	7	8
Cluster-596.0	0	0	0	0	0	0	0	0	0	5	6
Cluster-597.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-598.0	0	0	0	0	0	0	0	0	0	111	0
Cluster-599.0	0	0	0	0	0	0	0	0	0	28	0
Cluster-600.0	0	0	0	0	0	0	0	0	0	5	13
Cluster-601.0	0	0	0	0	0	0	0	0	0	11	13
Cluster-601.1	0	0	0	0	0	0	0	0	0	2	22
Cluster-602.0	0	0	0	0	0	0	0	0	0	7	73
Cluster-603.0	0	0	0	0	0	0	0	0	0	32	0
Cluster-604.0	0	0	0	0	0	0	0	0	0	1	25
Cluster-605.0	0	0	0	0	0	0	0	0	0	31	5
Cluster-606.0	0	0	0	0	0	0	0	0	0	8	5
Cluster-607.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-608.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-609.0	0	0	0	0	0	0	0	0	0	2	16
Cluster-609.1	0	0	0	0	3	0	0	0	0	3	18
Cluster-610.0	0	0	0	0	0	0	0	0	0	11	1
Cluster-611.0	0	0	0	0	0	0	0	0	0	3	7
Cluster-612.0	0	0	0	0	0	0	0	0	0	3	11
Cluster-613.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-614.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-615.0	0	0	0	0	0	0	0	0	0	7	6
Cluster-615.1	0	0	0	0	0	0	0	0	1	0	22
Cluster-616.0	0	0	0	0	0	0	0	0	0	32	0
Cluster-617.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-618.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-619.0	0	0	0	0	0	0	0	0	0	8	11
Cluster-620.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-621.0	0	0	0	0	0	0	0	0	0	119	0
Cluster-622.0	0	0	0	0	0	0	0	0	0	9	259
Cluster-622.1	0	0	0	0	0	0	0	0	0	0	24
Cluster-623.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-624.0	0	0	0	0	0	0	0	0	0	7	3
Cluster-625.0	0	0	0	0	0	0	0	0	0	8	10
Cluster-626.0	0	0	0	0	0	0	0	0	0	4	9
Cluster-627.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-628.0	0	0	0	0	0	0	0	0	0	15	3
Cluster-629.0	0	0	0	0	0	0	0	0	0	4	6
Cluster-630.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-630.1	0	0	0	0	0	0	0	0	0	108	0
Cluster-631.0	0	0	0	0	0	0	0	0	0	23	34
Cluster-631.1	0	0	0	0	0	0	0	0	0	11	11
Cluster-632.0	0	0	0	0	0	0	0	0	0	4	27
Cluster-633.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-634.0	0	0	0	0	0	0	0	0	0	16	43
Cluster-635.0	0	0	0	0	0	0	0	0	0	1	10
Cluster-636.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-637.0	0	0	0	0	0	0	0	0	0	16	7
Cluster-638.0	0	0	0	0	0	0	0	0	0	14	2
Cluster-639.0	0	0	0	0	0	0	0	0	0	8	2
Cluster-640.0	0	0	0	0	0	0	0	0	0	50	0
Cluster-641.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-642.0	0	0	0	0	0	0	0	0	0	10	5
Cluster-643.0	0	0	0	0	0	0	0	0	0	5	10
Cluster-644.0	0	0	0	0	0	0	0	0	0	5	6
Cluster-645.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-646.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-647.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-648.0	0	0	0	0	0	0	0	0	0	11	28
Cluster-649.0	0	0	0	0	0	0	0	0	0	15	40
Cluster-650.0	0	0	0	0	0	0	0	0	0	22	7
Cluster-651.0	0	0	0	0	0	0	0	0	0	6	21
Cluster-652.0	0	0	0	0	0	0	0	0	0	4	7
Cluster-653.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-654.0	0	0	0	0	0	0	0	0	0	8	3
Cluster-655.0	0	0	0	0	0	0	0	0	0	9	0
Cluster-655.1	0	0	1	11	0	7	0	1	7	14	2
Cluster-656.0	0	0	0	0	0	0	0	0	0	4	15
Cluster-657.0	0	0	0	0	0	0	0	0	0	5	13
Cluster-657.1	0	4	0	0	8	0	0	0	3	8	0
Cluster-658.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-659.0	0	0	0	0	0	0	0	0	0	3	12
Cluster-660.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-661.0	0	0	0	0	0	0	0	0	0	46	9
Cluster-662.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-663.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-664.0	0	0	0	0	0	0	0	0	0	5	25
Cluster-665.0	0	0	0	0	0	0	0	0	0	3	41
Cluster-666.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-667.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-668.0	2	3	8	0	6	0	0	0	0	9	24
Cluster-669.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-670.0	0	0	0	0	0	0	0	0	0	37	0
Cluster-671.0	0	0	0	0	0	0	0	0	0	9	2
Cluster-672.0	0	0	0	0	0	0	0	0	0	29	6
Cluster-673.0	0	0	0	0	0	0	0	0	0	25	3
Cluster-674.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-675.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-676.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-677.0	0	0	0	0	0	0	0	0	0	3	137
Cluster-678.0	0	0	0	0	0	0	0	0	0	1	20
Cluster-679.0	0	0	0	0	0	0	0	0	0	13	5
Cluster-680.0	0	0	0	0	0	0	0	0	0	38	0
Cluster-681.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-682.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-683.0	0	0	0	0	0	0	0	0	0	3	6
Cluster-683.1	0	0	0	4	0	4	9	1	0	0	5
Cluster-683.2	3	0	0	1	0	3	9	0	3	0	0
Cluster-683.3	16	6	0	1	7	13	0	0	0	0	1
Cluster-684.0	0	0	0	0	0	0	0	0	0	22	0
Cluster-685.0	0	0	0	0	0	0	0	0	0	29	0
Cluster-686.0	0	0	0	0	0	0	0	0	0	4	8
Cluster-687.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-688.0	0	0	0	0	0	0	0	0	0	2	11
Cluster-689.0	0	0	0	0	0	0	0	0	0	14	10
Cluster-690.0	0	0	0	0	0	0	0	0	0	7	92
Cluster-691.0	1	0	0	0	12	0	5	19	9	19	7
Cluster-691.1	0	0	0	0	0	0	10	20	0	0	2
Cluster-691.2	2	0	3	0	12	2	0	10	0	0	1
Cluster-691.3	10	0	8	3	18	0	0	2	0	1	4
Cluster-691.4	28	0	7	4	13	1	10	10	12	11	11
Cluster-692.0	0	0	0	0	0	0	0	0	0	4	18
Cluster-692.1	0	0	0	0	0	0	0	0	0	0	12
Cluster-692.2	0	0	0	0	0	0	0	0	0	0	7
Cluster-693.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-694.0	0	0	0	0	0	0	0	0	0	6	34
Cluster-694.1	0	0	0	0	0	0	0	0	0	35	521
Cluster-695.0	0	0	0	0	0	0	0	0	0	10	5
Cluster-696.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-697.0	0	0	0	0	0	0	0	0	0	20	0
Cluster-698.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-699.0	0	0	0	0	0	0	0	0	0	7	12
Cluster-700.0	0	0	0	0	0	0	0	0	0	14	1
Cluster-701.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-702.0	0	0	0	0	0	0	0	0	0	7	24
Cluster-702.1	0	15	0	1	0	0	0	2	0	20	0
Cluster-702.2	4	0	0	2	3	0	0	0	2	48	12
Cluster-703.0	0	0	0	0	0	0	0	0	0	6	35
Cluster-704.0	0	0	0	0	0	0	0	0	0	3	8
Cluster-705.0	0	0	0	0	0	0	0	0	0	4	7
Cluster-706.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-707.0	0	0	0	0	0	0	0	0	0	7	4
Cluster-707.1	5	0	0	0	0	1	4	0	2	13	41
Cluster-708.0	0	0	0	0	0	0	0	0	0	7	3
Cluster-709.0	0	0	0	0	0	0	0	4	0	9	2
Cluster-710.0	0	0	0	0	0	0	0	0	0	9	4
Cluster-711.0	0	0	0	0	0	0	0	0	0	11	18
Cluster-712.0	0	0	0	0	0	0	0	0	0	8	4
Cluster-713.0	0	0	0	0	0	0	0	0	0	6	249
Cluster-713.1	4	9	13	10	1	4	11	20	6	34	18
Cluster-713.2	9	31	9	27	15	4	11	29	12	224	684
Cluster-713.3	0	0	0	0	0	0	0	0	0	0	249
Cluster-713.4	0	0	0	0	0	0	0	0	0	0	12
Cluster-714.0	0	0	0	0	0	0	0	0	0	69	0
Cluster-715.0	0	0	0	0	0	0	0	0	0	4	11
Cluster-716.0	0	0	0	0	0	0	0	0	0	21	0
Cluster-717.0	0	0	1	9	3	4	10	21	38	273	1816
Cluster-718.0	0	0	0	0	0	0	0	0	0	3	10
Cluster-719.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-720.0	0	0	0	0	0	0	0	0	0	27	6
Cluster-721.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-722.0	0	0	0	0	0	0	0	0	0	8	5
Cluster-723.0	0	0	0	0	0	0	0	0	0	1	22
Cluster-724.0	0	0	0	0	0	0	0	0	0	22	42
Cluster-725.0	0	0	0	0	0	0	0	0	0	67	42
Cluster-726.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-727.0	0	0	0	0	0	0	0	0	0	10	7
Cluster-728.0	0	0	0	0	0	0	0	0	0	5	7
Cluster-729.0	0	0	0	0	0	0	0	0	0	10	8
Cluster-730.0	0	0	0	0	0	0	0	0	0	69	0
Cluster-731.0	0	0	0	0	0	0	0	0	0	12	0
Cluster-731.1	0	0	0	0	0	0	0	0	8	16	2
Cluster-732.0	0	0	0	0	0	0	0	0	0	34	80
Cluster-733.0	0	0	0	0	0	0	0	0	0	1	11
Cluster-734.0	0	0	0	0	0	0	0	0	0	3	190
Cluster-735.0	0	0	0	0	0	0	0	0	0	45	156
Cluster-736.0	0	0	0	0	0	0	0	0	0	9	19
Cluster-737.0	0	0	0	0	0	0	0	0	0	12	3
Cluster-738.0	0	0	0	0	0	0	0	0	0	29	0
Cluster-739.0	0	0	0	0	0	0	0	0	0	9	17
Cluster-740.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-741.0	0	0	0	0	0	0	0	0	0	34	0
Cluster-742.0	0	0	0	0	0	0	0	0	0	6	5
Cluster-743.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-744.0	0	0	0	0	0	0	0	0	0	63	0
Cluster-745.0	0	0	0	0	0	0	0	0	0	10	22
Cluster-746.0	0	0	0	0	0	0	0	0	0	10	1
Cluster-747.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-748.0	0	0	0	0	0	0	0	0	0	3	7
Cluster-749.0	0	0	0	0	0	0	0	0	0	19	0
Cluster-750.0	0	0	0	0	0	0	0	0	0	13	0
Cluster-751.0	0	0	0	0	0	0	0	0	0	15	0
Cluster-752.0	0	0	0	0	0	0	0	0	0	25	0
Cluster-753.0	0	0	0	0	0	0	0	0	0	17	0
Cluster-754.0	0	0	0	0	0	0	0	0	0	2	17
Cluster-755.0	0	0	0	0	0	0	0	0	0	13	9
Cluster-756.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-757.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-758.0	0	0	0	0	0	0	0	0	0	14	0
Cluster-759.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-760.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-761.0	0	0	0	0	0	0	0	0	0	64	0
Cluster-762.0	0	0	0	0	0	0	0	0	0	6	4
Cluster-763.0	0	0	0	0	0	0	0	0	0	10	3
Cluster-764.0	0	0	0	0	0	0	0	0	0	16	0
Cluster-765.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-766.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-767.0	0	0	0	0	0	0	0	0	0	11	0
Cluster-768.0	0	0	0	0	0	0	0	0	0	3	10
Cluster-769.0	0	0	0	0	0	0	0	0	0	19	0
Cluster-769.1	0	0	0	0	0	0	0	0	0	15	0
Cluster-770.0	0	0	0	0	0	0	0	0	0	18	3
Cluster-771.0	0	0	0	0	0	0	0	0	0	6	20
Cluster-772.0	0	0	0	0	0	0	0	0	0	10	0
Cluster-773.0	0	0	0	0	0	0	0	0	0	7	369
Cluster-773.1	0	0	0	0	0	0	0	0	0	0	81
Cluster-774.0	0	0	0	0	0	0	0	0	0	17	26
Cluster-775.0	0	0	0	0	0	0	0	0	0	7	7
Cluster-776.0	0	0	0	0	0	0	0	0	0	9	5
Cluster-777.0	0	0	0	0	0	0	0	0	0	4	16
Cluster-777.1	0	2	0	3	6	0	0	1	0	0	6
